LABEL_TYPECODE,SERIAL_NUMBER,BARCODE,LOCATION,INSTITUTION,MANUFACTURER,NAME_LABEL,PRODUCTION_DATE,BATCH_NUMBER,COMMENT_DESCRIPTION,MADE-FROM-TYPECODE[0],MADE-FROM-SN[0],MADE-FROM-TYPECODE[1],MADE-FROM-SN[1],MADE-FROM-TYPECODE[2],MADE-FROM-SN[2],MADE-FROM-TYPECODE[3],MADE-FROM-SN[3],MADE-FROM-TYPECODE[4],MADE-FROM-SN[4]
EL-10W,320EL10W1010007,320EL10W1010007,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010007,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,642A4AA1,IC-LPG,EC2A7CBA,IC-LPG,ACAAA939,IC-LDH, LDO 14 000383,EL-1BW,320EL1BW1010007
EL-10W,320EL10W1010008,320EL10W1010008,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010008,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,642A4AA1,IC-LPG,EC2A7CBA,IC-LPG,ACAAA939,IC-LDH, LDO 14 000037,EL-1BW,320EL1BW1010008
EL-10W,320EL10W1010009,320EL10W1010009,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010009,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,642A4AA1,IC-LPG,EC2A7CBA,IC-LPG,ACAAA939,IC-LDH, LDO 14 003601,EL-1BW,320EL1BW1010009
EL-10W,320EL10W1010010,320EL10W1010010,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010010,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,4CAE68DF,IC-LPG,A4AB4C16,IC-LPG,042F2092,IC-LDH, LDO 14 003794,EL-1BW,320EL1BW1010010
EL-10W,320EL10W1010011,320EL10W1010011,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010011,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,4CAE68DF,IC-LPG,A4AB4C16,IC-LPG,042F2092,IC-LDH, LDO 14 003715,EL-1BW,320EL1BW1010011
EL-10W,320EL10W1010013,320EL10W1010013,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010013,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,4CAE68DF,IC-LPG,A4AB4C16,IC-LPG,042F2092,IC-LDH, LDO 14 000022,EL-1BW,320EL1BW1010013
EL-10W,320EL10W1010014,320EL10W1010014,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010014,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,4CAE68DF,IC-LPG,A4AB4C16,IC-LPG,042F2092,IC-LDH, LDO 14 003775,EL-1BW,320EL1BW1010014
EL-10W,320EL10W1010015,320EL10W1010015,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010015,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,EC2A7F75,IC-LPG,442884B2,IC-LPG,C4AD51AE,IC-LDH, LDO 14 000016,EL-1BW,320EL1BW1010015
EL-10W,320EL10W1010016,320EL10W1010016,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010016,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,E42B71BE,IC-LPG,E4AC6A88,IC-LPG,CC28280F,IC-LDH, LDO 14 003781,EL-1BW,320EL1BW1010016
EL-10W,320EL10W1010017,320EL10W1010017,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010017,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,2C2C2049,IC-LPG,642AB50B,IC-LPG,A4AB2FB9,IC-LDH, LDO 14 003714,EL-1BW,320EL1BW1010017
EL-10W,320EL10W1010033,320EL10W1010033,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010033,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,AC2BED03,IC-LPG,242EE4BB,IC-LPG,642F26FB,IC-LDH, LDO 14 003929,EL-1BW,320EL1BW1010033
EL-10W,320EL10W1010034,320EL10W1010034,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010034,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,AC2BED03,IC-LPG,242EE4BB,IC-LPG,642F26FB,IC-LDH, LDO 14 003921,EL-1BW,320EL1BW1010034
EL-10W,320EL10W1010035,320EL10W1010035,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010035,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,E4AA2D36,IC-LPG,24ACED59,IC-LPG,EC2952AB,IC-LDH, LDO 14 003957,EL-1BW,320EL1BW1010035
EL-10W,320EL10W1010036,320EL10W1010036,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010036,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,E4AA2D36,IC-LPG,24ACED59,IC-LPG,EC2952AB,IC-LDH, LDO 14 003963,EL-1BW,320EL1BW1010036
EL-10W,320EL10W1010037,320EL10W1010037,UMN,UMN,Caltronics-Minnesota,LD Engine W 320EL10W1010037,2024-11-22,1,"Preproduction, thermally tested",IC-LPG,E4AA2D36,IC-LPG,24ACED59,IC-LPG,EC2952AB,IC-LDH, LDO 14 003623,EL-1BW,320EL1BW1010037
