Test ID,ADC,slope,intercept,rsquared
272,EAST_VMON_LVS1,1.08056640625,33.59375,0.9999814189396135
272,EAST_VMON_LVS2,1.0791015625,33.7890625,0.9999934481705244
272,EAST_VMON_REF2,1.0771484375,33.7890625,0.9999934243891052
272,EAST_VMON_REF0,1.080078125,33.59375,0.9999828327162648
272,EAST_VMON_LVS0,1.07666015625,34.1796875,0.9999969148752376
272,EAST_VMON_REF1,1.07958984375,33.3984375,0.9999813853093681
272,EAST_PROBE_DC,1.07763671875,33.7890625,0.9999936356469469
283,WEST_VMON_LVS1,1.0693359375,33.203125,1.0
283,WEST_VMON_LVS2,1.0732421875,32.2265625,0.9999817854106104
283,WEST_VMON_REF2,1.0732421875,32.6171875,0.9999925484968663
283,WEST_VMON_REF0,1.0703125,33.0078125,0.9999991675109495
283,WEST_VMON_LVS0,1.06982421875,33.0078125,0.9999960420789501
283,WEST_VMON_REF1,1.07275390625,32.2265625,0.9999910915022875
283,WEST_PROBE_DC,1.07080078125,33.0078125,0.99999937620237
283,EAST_VMON_LVS1,1.0595703125,43.1640625,0.9997520205653082
283,EAST_VMON_LVS2,1.05859375,44.3359375,0.9996775661776278
283,EAST_VMON_REF2,1.05859375,42.96875,0.9996580056454588
283,EAST_VMON_REF0,-0.00048828125,528.7109375,0.12500000000000003
283,EAST_VMON_LVS0,1.06982421875,37.6953125,0.9999360521647694
283,EAST_VMON_REF1,0.00146484375,525.1953125,0.7500000000000001
283,EAST_PROBE_DC,1.06689453125,39.453125,0.9998854395560668
296,WEST_VMON_LVS1,1.0888671875,31.4453125,0.9999943695142981
296,WEST_VMON_LVS2,1.0859375,31.8359375,0.9999846348305745
296,WEST_VMON_REF2,1.08544921875,32.03125,0.999971063596953
296,WEST_VMON_REF0,1.0830078125,33.0078125,0.9999983738290551
296,WEST_VMON_LVS0,1.08740234375,31.4453125,0.9999913298970153
296,WEST_VMON_REF1,1.08740234375,31.25,0.9999913298970153
296,WEST_PROBE_DC,1.0888671875,30.6640625,0.9999855217362978
296,EAST_VMON_LVS1,1.076171875,35.546875,0.9999522422274224
296,EAST_VMON_LVS2,1.07568359375,36.5234375,0.999964766822297
296,EAST_VMON_REF2,1.07763671875,35.546875,0.9999550406604876
296,EAST_VMON_REF0,0.78466796875,218.359375,0.9317942038188981
296,EAST_VMON_LVS0,1.078125,33.984375,0.9999901544762673
296,EAST_VMON_REF1,1.07763671875,34.9609375,0.999991993246406
296,EAST_PROBE_DC,1.07861328125,34.375,0.9999838106792138
308,WEST_VMON_LVS1,1.07958984375,31.4453125,0.9999813853093681
308,WEST_VMON_LVS2,1.0791015625,32.421875,0.9999942671445138
308,WEST_VMON_REF2,1.08056640625,32.2265625,0.9999912198524445
308,WEST_VMON_REF0,1.08251953125,31.25,0.999979044562247
308,WEST_VMON_LVS0,1.07177734375,33.0078125,0.9999910752608724
308,WEST_VMON_REF1,1.0751953125,32.6171875,0.9999950503503113
308,WEST_PROBE_DC,1.07275390625,32.8125,0.999981147320226
308,EAST_VMON_LVS1,1.0751953125,33.7890625,0.9999967002280968
308,EAST_VMON_LVS2,1.0771484375,33.203125,0.9999852049970944
308,EAST_VMON_REF2,1.07373046875,34.1796875,0.9999944164439448
308,EAST_VMON_REF0,1.0751953125,33.59375,0.9999909256796665
308,EAST_VMON_LVS0,1.07470703125,33.59375,0.9999894724934836
308,EAST_VMON_REF1,1.07421875,33.984375,0.9999942149095007
308,EAST_PROBE_DC,1.078125,32.8125,0.9999745661268394
