Label ID,Full Label,Type Code,SN,Major Type ID,Sub Type ID,Time
3076,320MLF2WXSB0005,MLF2W,XSB0005,7,362,2024-03-14 09:35:45
3077,320MLF2WXSB0004,MLF2W,XSB0004,7,362,2024-03-14 09:35:45
3078,320MLF2WXSB0003,MLF2W,XSB0003,7,362,2024-03-14 09:35:45
3079,320MLF2WXSB0002,MLF2W,XSB0002,7,362,2024-03-14 09:35:45
3080,320MLF2WXSB0001,MLF2W,XSB0001,7,362,2024-03-14 09:35:45
3081,320MLF2WXSB0009,MLF2W,XSB0009,7,362,2024-03-14 09:35:45
3082,320MLF2WXSB0008,MLF2W,XSB0008,7,362,2024-03-14 09:35:45
3083,320EH03F0000001,EH03F0,000001,22,488,2024-03-14 09:35:45
3084,320EH03F0000002,EH03F0,000002,22,488,2024-03-14 09:35:45
3085,320EH03F0000003,EH03F0,000003,22,488,2024-03-14 09:35:45
3086,320EH03F0000004,EH03F0,000004,22,488,2024-03-14 09:35:45
3087,320EH03F0000005,EH03F0,000005,22,488,2024-03-14 09:35:45
3088,320EH03F0000006,EH03F0,000006,22,488,2024-03-14 09:35:45
3089,320EH03F0000007,EH03F0,000007,22,488,2024-03-14 09:35:45
3090,320EH03F0000008,EH03F0,000008,22,488,2024-03-14 09:35:45
3091,320EH03F0000009,EH03F0,000009,22,488,2024-03-14 09:35:45
3092,320MLF3WXIH0006,MLF3W,XIH0006,7,364,2024-03-14 09:35:45
3093,320MLF3WXIH0007,MLF3W,XIH0007,7,364,2024-03-14 09:35:45
3094,320MLF3WXIH0004,MLF3W,XIH0004,7,364,2024-03-14 09:35:45
3095,320MLF2CXTT0003,MLF2C,XTT0003,7,377,2024-03-14 09:35:45
3096,320MLF3WXIH0002,MLF3W,XIH0002,7,364,2024-03-14 09:35:45
3097,320MLF3WXIH0003,MLF3W,XIH0003,7,364,2024-03-14 09:35:45
3098,320MLF3WXIH0001,MLF3W,XIH0001,7,364,2024-03-14 09:35:45
3099,320MLF3WXIH0008,MLF3W,XIH0008,7,364,2024-03-14 09:35:45
3100,320MLF3WXIH0009,MLF3W,XIH0009,7,364,2024-03-14 09:35:45
3101,320WW10A1000012,WW10A1,000012,4,102,2024-03-14 09:35:45
3102,320WW10A1000013,WW10A1,000013,4,102,2024-03-14 09:35:45
3103,320WW10A1000010,WW10A1,000010,4,102,2024-03-14 09:35:45
3104,320WW10A1000011,WW10A1,000011,4,102,2024-03-14 09:35:45
3105,320TC9910050008,TC99,10050008,2,82,2024-03-14 09:35:46
3106,320TC9910050001,TC99,10050001,2,82,2024-03-14 09:35:46
3107,320MHF1CXSB0008,MHF1C,XSB0008,8,379,2024-03-14 09:35:46
3108,320TC9910050003,TC99,10050003,2,82,2024-03-14 09:35:46
3109,320TC9910050002,TC99,10050002,2,82,2024-03-14 09:35:46
3110,320TC9910050005,TC99,10050005,2,82,2024-03-14 09:35:46
3111,320TC9910050004,TC99,10050004,2,82,2024-03-14 09:35:46
3112,320TC9910050007,TC99,10050007,2,82,2024-03-14 09:35:46
3113,320TC9910050006,TC99,10050006,2,82,2024-03-14 09:35:46
3114,320MHF1CXNT0008,MHF1C,XNT0008,8,379,2024-03-14 09:35:46
3115,320MLF3WSBX0003,MLF3W,SBX0003,7,364,2024-03-14 09:35:46
3116,320TC9910200006,TC99,10200006,2,82,2024-03-14 09:35:46
3117,320TC9910200007,TC99,10200007,2,82,2024-03-14 09:35:46
3118,320TC9910200004,TC99,10200004,2,82,2024-03-14 09:35:46
3119,320TC9910200005,TC99,10200005,2,82,2024-03-14 09:35:46
3120,320TC9910200002,TC99,10200002,2,82,2024-03-14 09:35:46
3121,320TC9910200003,TC99,10200003,2,82,2024-03-14 09:35:46
3122,320TC9910200001,TC99,10200001,2,82,2024-03-14 09:35:46
3123,320TC9910200008,TC99,10200008,2,82,2024-03-14 09:35:46
3124,320CBTXB2000038,XXXXXX,000038,1,1,2024-03-14 09:35:46
3125,320CBTXB2000039,XXXXXX,000039,1,1,2024-03-14 09:35:46
3126,320TC9910220004,TC99,10220004,2,82,2024-03-14 09:35:46
3127,320TC9910220005,TC99,10220005,2,82,2024-03-14 09:35:46
3128,320TC9910220006,TC99,10220006,2,82,2024-03-14 09:35:46
3129,320TC9910220007,TC99,10220007,2,82,2024-03-14 09:35:46
3130,320TC9910220001,TC99,10220001,2,82,2024-03-14 09:35:46
3131,320TC9910220002,TC99,10220002,2,82,2024-03-14 09:35:46
3132,320TC9910220003,TC99,10220003,2,82,2024-03-14 09:35:46
3133,320TC9910220008,TC99,10220008,2,82,2024-03-14 09:35:46
3134,320BC9000040001,BC90,00040001,6,89,2024-03-14 09:35:46
3135,320BC9000040002,BC90,00040002,6,89,2024-03-14 09:35:46
3136,320BC9000040005,BC90,00040005,6,89,2024-03-14 09:35:46
3137,320BC9000040007,BC90,00040007,6,89,2024-03-14 09:35:46
3138,320CBTXD2000007,XXXXXX,000007,1,1,2024-03-14 09:35:46
3139,320CBTXD2000006,XXXXXX,000006,1,1,2024-03-14 09:35:46
3140,320CBTXD2000005,XXXXXX,000005,1,1,2024-03-14 09:35:46
3141,320CBTXD2000004,XXXXXX,000004,1,1,2024-03-14 09:35:46
3142,320CBTXD2000003,XXXXXX,000003,1,1,2024-03-14 09:35:46
3143,320CBTXD2000002,XXXXXX,000002,1,1,2024-03-14 09:35:46
3144,320CBTXD2000001,XXXXXX,000001,1,1,2024-03-14 09:35:46
3145,320CBTXD2000009,XXXXXX,000009,1,1,2024-03-14 09:35:46
3146,320CBTXD2000008,XXXXXX,000008,1,1,2024-03-14 09:35:46
3147,320TC9910390001,TC99,10390001,2,82,2024-03-14 09:35:46
3148,320TC9910390002,TC99,10390002,2,82,2024-03-14 09:35:46
3149,320TC9910390003,TC99,10390003,2,82,2024-03-14 09:35:46
3150,320TC9910390004,TC99,10390004,2,82,2024-03-14 09:35:46
3151,320TC9910390005,TC99,10390005,2,82,2024-03-14 09:35:46
3152,320CBTXC2000008,XXXXXX,000008,1,1,2024-03-14 09:35:46
3153,320CBTXC2000009,XXXXXX,000009,1,1,2024-03-14 09:35:46
3154,320CBTXC2000006,XXXXXX,000006,1,1,2024-03-14 09:35:46
3155,320CBTXC2000007,XXXXXX,000007,1,1,2024-03-14 09:35:47
3156,320CBTXC2000004,XXXXXX,000004,1,1,2024-03-14 09:35:47
3157,320CBTXC2000005,XXXXXX,000005,1,1,2024-03-14 09:35:47
3158,320CBTXC2000002,XXXXXX,000002,1,1,2024-03-14 09:35:47
3159,320CBTXC2000003,XXXXXX,000003,1,1,2024-03-14 09:35:47
3160,320CBTXC2000001,XXXXXX,000001,1,1,2024-03-14 09:35:47
3161,320CBTXD2000039,XXXXXX,000039,1,1,2024-03-14 09:35:47
3162,320WE10A1000010,WE10A1,000010,17,102,2024-03-14 09:35:47
3163,320WE10A1000012,WE10A1,000012,17,102,2024-03-14 09:35:47
3164,320WE10A1000013,WE10A1,000013,17,102,2024-03-14 09:35:47
3165,320TC9910120018,TC99,10120018,2,82,2024-03-14 09:35:47
3166,320TC9910090017,TC99,10090017,2,82,2024-03-14 09:35:47
3167,320TC9910320007,TC99,10320007,2,82,2024-03-14 09:35:47
3168,320TC9910090018,TC99,10090018,2,82,2024-03-14 09:35:47
3169,320TC9910090019,TC99,10090019,2,82,2024-03-14 09:35:47
3170,320TC9910120017,TC99,10120017,2,82,2024-03-14 09:35:47
3171,320BC9000150002,BC90,00150002,6,89,2024-03-14 09:35:47
3172,320BC9000150003,BC90,00150003,6,89,2024-03-14 09:35:47
3173,320BC9000150001,BC90,00150001,6,89,2024-03-14 09:35:47
3174,320BC9000150006,BC90,00150006,6,89,2024-03-14 09:35:47
3175,320BC9000150007,BC90,00150007,6,89,2024-03-14 09:35:47
3176,320BC9000150004,BC90,00150004,6,89,2024-03-14 09:35:47
3177,320BC9000150005,BC90,00150005,6,89,2024-03-14 09:35:47
3178,320BC9000130004,BC90,00130004,6,89,2024-03-14 09:35:47
3179,320TC9910410001,TC99,10410001,2,82,2024-03-14 09:35:47
3180,320TC9910410003,TC99,10410003,2,82,2024-03-14 09:35:47
3181,320TC9910410002,TC99,10410002,2,82,2024-03-14 09:35:47
3182,320TC9910410005,TC99,10410005,2,82,2024-03-14 09:35:47
3183,320TC9910410004,TC99,10410004,2,82,2024-03-14 09:35:47
3184,320TC9910410007,TC99,10410007,2,82,2024-03-14 09:35:47
3185,320BC9000130005,BC90,00130005,6,89,2024-03-14 09:35:47
3186,320TC9910410008,TC99,10410008,2,82,2024-03-14 09:35:47
3187,320TC9910310008,TC99,10310008,2,82,2024-03-14 09:35:47
3188,320TC9910310001,TC99,10310001,2,82,2024-03-14 09:35:47
3189,320TC9910310002,TC99,10310002,2,82,2024-03-14 09:35:47
3190,320TC9910310003,TC99,10310003,2,82,2024-03-14 09:35:47
3191,320TC9910310004,TC99,10310004,2,82,2024-03-14 09:35:47
3192,320TC9910310005,TC99,10310005,2,82,2024-03-14 09:35:47
3193,320TC9910310006,TC99,10310006,2,82,2024-03-14 09:35:47
3194,320TC9910310007,TC99,10310007,2,82,2024-03-14 09:35:47
3195,320TC9910320004,TC99,10320004,2,82,2024-03-14 09:35:47
3196,320BC9000130006,BC90,00130006,6,89,2024-03-14 09:35:47
3197,3200300000007,XXXXXX,0007,1,1,2024-03-14 09:35:47
3198,3200300000006,XXXXXX,0006,1,1,2024-03-14 09:35:47
3199,3200300000005,XXXXXX,0005,1,1,2024-03-14 09:35:47
3200,3200300000004,XXXXXX,0004,1,1,2024-03-14 09:35:47
3201,3200300000003,XXXXXX,0003,1,1,2024-03-14 09:35:47
3202,3200300000002,XXXXXX,0002,1,1,2024-03-14 09:35:47
3203,3200300000001,XXXXXX,0001,1,1,2024-03-14 09:35:48
3204,3200300000009,XXXXXX,0009,1,1,2024-03-14 09:35:48
3205,3200300000008,XXXXXX,0008,1,1,2024-03-14 09:35:48
3206,320BC9000130001,BC90,00130001,6,89,2024-03-14 09:35:48
3207,320BC9000070003,BC90,00070003,6,89,2024-03-14 09:35:48
3208,320BC9000070002,BC90,00070002,6,89,2024-03-14 09:35:48
3209,320BC9000070001,BC90,00070001,6,89,2024-03-14 09:35:48
3210,320TC9910440007,TC99,10440007,2,82,2024-03-14 09:35:48
3211,320BC9000070007,BC90,00070007,6,89,2024-03-14 09:35:48
3212,320BC9000130002,BC90,00130002,6,89,2024-03-14 09:35:48
3213,320BC9000070006,BC90,00070006,6,89,2024-03-14 09:35:48
3214,320BC9000070005,BC90,00070005,6,89,2024-03-14 09:35:48
3215,320BC9000070004,BC90,00070004,6,89,2024-03-14 09:35:48
3216,320BC9000130003,BC90,00130003,6,89,2024-03-14 09:35:48
3217,320MLF2WXSB0010,MLF2W,XSB0010,7,362,2024-03-14 09:35:48
3218,320BC9000080004,BC90,00080004,6,89,2024-03-14 09:35:48
3219,320BC9000080005,BC90,00080005,6,89,2024-03-14 09:35:48
3220,320BC9000080006,BC90,00080006,6,89,2024-03-14 09:35:48
3221,320BC9000080007,BC90,00080007,6,89,2024-03-14 09:35:48
3222,320BC9000080001,BC90,00080001,6,89,2024-03-14 09:35:48
3223,320BC9000080002,BC90,00080002,6,89,2024-03-14 09:35:48
3224,320BC9000080003,BC90,00080003,6,89,2024-03-14 09:35:48
3225,320MHF1WXNT0009,MHF1W,XNT0009,8,386,2024-03-14 09:35:48
3226,320MHF1WXNT0008,MHF1W,XNT0008,8,386,2024-03-14 09:35:48
3227,320MHF1WXNT0007,MHF1W,XNT0007,8,386,2024-03-14 09:35:48
3228,320BC9910110014,BC99,10110014,6,82,2024-03-14 09:35:48
3229,320MLF3W3SB0001,MLF3W,3SB0001,7,364,2024-03-14 09:35:48
3230,320MLF3W3SB0003,MLF3W,3SB0003,7,364,2024-03-14 09:35:48
3231,320MLF3W3SB0002,MLF3W,3SB0002,7,364,2024-03-14 09:35:48
3232,320MLF3W3SB0005,MLF3W,3SB0005,7,364,2024-03-14 09:35:49
3233,320MLF3W3SB0004,MLF3W,3SB0004,7,364,2024-03-14 09:35:49
3234,320MLF3W3SB0007,MLF3W,3SB0007,7,364,2024-03-14 09:35:49
3235,320MLF3W3SB0006,MLF3W,3SB0006,7,364,2024-03-14 09:35:49
3236,320MLF3W3SB0009,MLF3W,3SB0009,7,364,2024-03-14 09:35:49
3237,320MLF3W3SB0008,MLF3W,3SB0008,7,364,2024-03-14 09:35:49
3238,320TI9910010003,TI99,10010003,19,82,2024-03-14 09:35:49
